skill,role_type,exp_category,primary_location
Data Analysis,Data Analytics,Fresher (0 Yrs),Hybrid - Noida
Managed services,Data Analytics,Fresher (0 Yrs),Hybrid - Noida
SMOISO 20000Agile,Data Analytics,Fresher (0 Yrs),Hybrid - Noida
ITIL process,Data Analytics,Fresher (0 Yrs),Hybrid - Noida
Business transformation,Data Analytics,Junior (1-2 Yrs),Delhi / NCR
Excel,Data Analytics,Junior (1-2 Yrs),Delhi / NCR
Business Analysis,Data Analytics,Junior (1-2 Yrs),Delhi / NCR
Data Analysis,Data Analytics,Junior (1-2 Yrs),Delhi / NCR
Business Manager,Data Analytics,Junior (1-2 Yrs),Delhi / NCR
Data Analysis,Data Analytics,Junior (1-2 Yrs),Delhi / NCR
Investor Relations,Data Analytics,Senior (6-10 Yrs),Chennai
Financial Consulting,Data Analytics,Senior (6-10 Yrs),Chennai
Project Management,Data Analytics,Senior (6-10 Yrs),Chennai
MISData analytics,Data Analytics,Senior (6-10 Yrs),Chennai
Business finance,Data Analytics,Senior (6-10 Yrs),Chennai
CAData,Data Analytics,Senior (6-10 Yrs),Chennai
Data Analysis,Data Analytics,Junior (1-2 Yrs),Navi Mumbai
Usage,Data Analytics,Junior (1-2 Yrs),Navi Mumbai
Excel,Data Analytics,Junior (1-2 Yrs),Navi Mumbai
Revenue assurance,Data Analytics,Junior (1-2 Yrs),Navi Mumbai
Business Finance,Data Analytics,Junior (1-2 Yrs),Navi Mumbai
Financial planning,Data Analytics,Junior (1-2 Yrs),Navi Mumbai
Manager Technology,Data Analytics,Junior (1-2 Yrs),Navi Mumbai
MIS preparation,Data Analytics,Junior (1-2 Yrs),Navi Mumbai
Automation,Data Analytics,Expert (10+ Yrs),Hyderabad
Data Analysis,Data Analytics,Expert (10+ Yrs),Hyderabad
Data migration,Data Analytics,Expert (10+ Yrs),Hyderabad
Data management,Data Analytics,Expert (10+ Yrs),Hyderabad
Coding,Data Analytics,Expert (10+ Yrs),Hyderabad
Fixed income,Data Analytics,Expert (10+ Yrs),Hyderabad
Packaging,Data Analytics,Expert (10+ Yrs),Hyderabad
PLSQL,Data Analytics,Expert (10+ Yrs),Hyderabad
Telecom,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Automation,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Data modeling,Data Analytics,Mid Level (3-5 Yrs),Mumbai
RDBMSMachine learning,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Agile,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Control-MApplication development,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Tableau,Data Analytics,Mid Level (3-5 Yrs),Noida
Data Warehousing,Data Analytics,Mid Level (3-5 Yrs),Noida
Power BI,Data Analytics,Mid Level (3-5 Yrs),Noida
Tableau Reporting,Data Analytics,Mid Level (3-5 Yrs),Noida
Data Visualization,Data Analytics,Mid Level (3-5 Yrs),Noida
Data Modeling,Data Analytics,Mid Level (3-5 Yrs),Noida
Data Warehousing Concepts,Data Analytics,Mid Level (3-5 Yrs),Noida
Warehouse,Data Analytics,Mid Level (3-5 Yrs),Noida
Azure,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Big Data,Data Analytics,Mid Level (3-5 Yrs),Mumbai
AWSPython,Data Analytics,Mid Level (3-5 Yrs),Mumbai
SQLPyspark,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Data Engineering,Data Analytics,Mid Level (3-5 Yrs),Mumbai
GCP,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Product management,Data Analytics,Mid Level (3-5 Yrs),Hybrid - Hyderabad/ Secunderabad
Loans,Data Analytics,Mid Level (3-5 Yrs),Hybrid - Hyderabad/ Secunderabad
System design,Data Analytics,Mid Level (3-5 Yrs),Hybrid - Hyderabad/ Secunderabad
Manager IIOracle,Data Analytics,Mid Level (3-5 Yrs),Hybrid - Hyderabad/ Secunderabad
Business intelligence,Data Analytics,Mid Level (3-5 Yrs),Hybrid - Hyderabad/ Secunderabad
Data Analysis,Data Analytics,Mid Level (3-5 Yrs),Hybrid - Hyderabad/ Secunderabad
Business operations,Data Analytics,Mid Level (3-5 Yrs),Hybrid - Hyderabad/ Secunderabad
Data modelingdata security,Data Analytics,Junior (1-2 Yrs),Bangalore
Postgresql,Data Analytics,Junior (1-2 Yrs),Bangalore
Data Analysis,Data Analytics,Junior (1-2 Yrs),Bangalore
Stored procedures,Data Analytics,Junior (1-2 Yrs),Bangalore
Oracle,Data Analytics,Junior (1-2 Yrs),Bangalore
Troubleshooting,Data Analytics,Junior (1-2 Yrs),Bangalore
Information technology,Data Analytics,Junior (1-2 Yrs),Bangalore
Networking,Other,Junior (1-2 Yrs),Mumbai
Coding,Other,Junior (1-2 Yrs),Mumbai
System integration,Other,Junior (1-2 Yrs),Mumbai
SEZBusiness strategy,Other,Junior (1-2 Yrs),Mumbai
Business intelligence,Other,Junior (1-2 Yrs),Mumbai
Business solutions,Other,Junior (1-2 Yrs),Mumbai
Monitoring,Other,Junior (1-2 Yrs),Mumbai
Computer science,Other,Mid Level (3-5 Yrs),Mumbai (All Areas)
Performance tuning,Other,Mid Level (3-5 Yrs),Mumbai (All Areas)
Automation,Other,Mid Level (3-5 Yrs),Mumbai (All Areas)
Data management,Other,Mid Level (3-5 Yrs),Mumbai (All Areas)
Debugging,Other,Mid Level (3-5 Yrs),Mumbai (All Areas)
HTTPTroubleshooting,Other,Mid Level (3-5 Yrs),Mumbai (All Areas)
Information technology,Other,Mid Level (3-5 Yrs),Mumbai (All Areas)
Telecom,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Architect,Data Analytics,Mid Level (3-5 Yrs),Kolkata
GITdevops,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Cloudmicrosoft,Data Analytics,Mid Level (3-5 Yrs),Kolkata
RFPAWS,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Performance tuning,Data Analytics,Expert (10+ Yrs),Bangalore
Automation,Data Analytics,Expert (10+ Yrs),Bangalore
Agile,Data Analytics,Expert (10+ Yrs),Bangalore
HTTPStored procedures,Data Analytics,Expert (10+ Yrs),Bangalore
System software,Data Analytics,Expert (10+ Yrs),Bangalore
Oracle,Data Analytics,Expert (10+ Yrs),Bangalore
Information technology,Data Analytics,Expert (10+ Yrs),Bangalore
Azure Data Engineer,Data Analytics,Expert (10+ Yrs),Chennai
Azure Data Factory,Data Analytics,Expert (10+ Yrs),Chennai
Azure Databricks,Data Analytics,Expert (10+ Yrs),Chennai
Azure Data Lake,Data Analytics,Expert (10+ Yrs),Chennai
Microsoft Azure,Data Analytics,Expert (10+ Yrs),Chennai
Factory,Data Analytics,Expert (10+ Yrs),Chennai
Data Lake,Data Analytics,Expert (10+ Yrs),Chennai
Data Engineeringdata conversion,Data Analytics,Senior (6-10 Yrs),Pune
IICSGluedata warehousingdata integration,Data Analytics,Senior (6-10 Yrs),Pune
AWSLambda,Data Analytics,Senior (6-10 Yrs),Pune
Telecom,Data Analytics,Mid Level (3-5 Yrs),Vadodara
Automation,Data Analytics,Mid Level (3-5 Yrs),Vadodara
Data modeling,Data Analytics,Mid Level (3-5 Yrs),Vadodara
RDBMSXMLApplication development,Data Analytics,Mid Level (3-5 Yrs),Vadodara
Business intelligence,Data Analytics,Mid Level (3-5 Yrs),Vadodara
Data warehousing,Data Analytics,Mid Level (3-5 Yrs),Vadodara
Bigdata,Data Analytics,Senior (6-10 Yrs),Hyderabad
Testing tools,Data Analytics,Senior (6-10 Yrs),Hyderabad
Debugging,Data Analytics,Senior (6-10 Yrs),Hyderabad
SCALAAgile,Data Analytics,Senior (6-10 Yrs),Hyderabad
Test planning,Data Analytics,Senior (6-10 Yrs),Hyderabad
Opensource,Data Analytics,Senior (6-10 Yrs),Hyderabad
Spark,Data Analytics,Senior (6-10 Yrs),Hyderabad
Big Data,Data Analytics,Mid Level (3-5 Yrs),Remote
Pyspark,Data Analytics,Mid Level (3-5 Yrs),Remote
Hive,Data Analytics,Mid Level (3-5 Yrs),Remote
Scala,Data Analytics,Mid Level (3-5 Yrs),Remote
Hadoopagile methodologies,Data Analytics,Mid Level (3-5 Yrs),Remote
Apache Kafka,Data Analytics,Mid Level (3-5 Yrs),Remote
Opensource,Data Analytics,Mid Level (3-5 Yrs),Remote
Data governanceenterprise data policy,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
Data modelling,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
Data modeling,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
Governance,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
Modeling,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
Enterprise,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
Assistance,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
Big Data,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Pyspark,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Scalaquality assurance,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Hadoop,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Apache Kafka,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Opensource,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Spark,Data Analytics,Mid Level (3-5 Yrs),Mumbai
AWSData Engineering,Data Analytics,Senior (6-10 Yrs),Mumbai
PAASCloudagile methodologies,Data Analytics,Senior (6-10 Yrs),Mumbai
SDLCEngineering,Data Analytics,Senior (6-10 Yrs),Mumbai
Agile,Data Analytics,Senior (6-10 Yrs),Mumbai
Data Transformation,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Pyspark,Data Analytics,Mid Level (3-5 Yrs),Mumbai
AWSData Governance,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Data Bricks,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Greenplum,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Talend,Data Analytics,Mid Level (3-5 Yrs),Mumbai
SQL,Data Analytics,Mid Level (3-5 Yrs),Mumbai
Data management,Data Analytics,Mid Level (3-5 Yrs),Remote
Diversity and Inclusion,Data Analytics,Mid Level (3-5 Yrs),Remote
Data Architect,Data Analytics,Mid Level (3-5 Yrs),Remote
Bankingdata governance,Data Analytics,Mid Level (3-5 Yrs),Remote
Financial services,Data Analytics,Mid Level (3-5 Yrs),Remote
Recruitmentmanagement,Data Analytics,Mid Level (3-5 Yrs),Remote
Computer science,Data Analytics,Senior (6-10 Yrs),Jalandhar
Selection process,Data Analytics,Senior (6-10 Yrs),Jalandhar
GCPData processing,Data Analytics,Senior (6-10 Yrs),Jalandhar
Labour,Data Analytics,Senior (6-10 Yrs),Jalandhar
LCAInformation technology,Data Analytics,Senior (6-10 Yrs),Jalandhar
Data warehousing,Data Analytics,Senior (6-10 Yrs),Jalandhar
Computer science,Data Analytics,Expert (10+ Yrs),Gurgaon
Data modeling,Data Analytics,Expert (10+ Yrs),Gurgaon
SQLSupport services,Data Analytics,Expert (10+ Yrs),Gurgaon
Data structures,Data Analytics,Expert (10+ Yrs),Gurgaon
Business intelligence,Data Analytics,Expert (10+ Yrs),Gurgaon
Project delivery,Data Analytics,Expert (10+ Yrs),Gurgaon
Open source,Data Analytics,Expert (10+ Yrs),Gurgaon
Fixed Income,Data Analytics,Mid Level (3-5 Yrs),Gurgaon
Statistical Modeling,Data Analytics,Mid Level (3-5 Yrs),Gurgaon
Regression Modeling,Data Analytics,Mid Level (3-5 Yrs),Gurgaon
Python,Data Analytics,Mid Level (3-5 Yrs),Gurgaon
Fix,Data Analytics,Mid Level (3-5 Yrs),Gurgaon
Leadership,Data Analytics,Mid Level (3-5 Yrs),Gurgaon
Regression,Data Analytics,Mid Level (3-5 Yrs),Gurgaon
Snowflake,Data Analytics,Mid Level (3-5 Yrs),Gurgaon
Big Data Technologies,Data Analytics,Mid Level (3-5 Yrs),Gurgaon
Databricks,Data Analytics,Mid Level (3-5 Yrs),Gurgaon
EMRAWSGlue,Data Analytics,Mid Level (3-5 Yrs),Gurgaon
Athena & Redshift,Data Analytics,Mid Level (3-5 Yrs),Gurgaon
Product management,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Computer science,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Database design,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Data Analysis,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Diversity and Inclusion,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Agile,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Healthcare,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Information management,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Airflow,Data Analytics,Senior (6-10 Yrs),Kolkata
Data Engineering,Data Analytics,Senior (6-10 Yrs),Kolkata
Data Pipeline,Data Analytics,Senior (6-10 Yrs),Kolkata
SQLPython,Data Analytics,Senior (6-10 Yrs),Kolkata
Pipeline,Data Analytics,Senior (6-10 Yrs),Kolkata
Engineering,Data Analytics,Senior (6-10 Yrs),Kolkata
Computer science,Data Analytics,Senior (6-10 Yrs),Kolkata
Customer acquisition,Data Analytics,Senior (6-10 Yrs),Kolkata
Usage,Data Analytics,Senior (6-10 Yrs),Kolkata
Office Associatecassandra,Data Analytics,Senior (6-10 Yrs),Kolkata
Diversity and Inclusion,Data Analytics,Senior (6-10 Yrs),Kolkata
Focus,Data Analytics,Senior (6-10 Yrs),Kolkata
Hadoop,Data Analytics,Senior (6-10 Yrs),Kolkata
Data analysismetadata,Data Science,Senior (6-10 Yrs),Kolkata
Machine Learning,Data Science,Senior (6-10 Yrs),Kolkata
Programming,Data Science,Senior (6-10 Yrs),Kolkata
Data processingmicrosoft azurebig data,Data Science,Senior (6-10 Yrs),Kolkata
Troubleshooting,Data Science,Senior (6-10 Yrs),Kolkata
French,Data Analytics,Fresher (0 Yrs),Kolkata
SAPData management,Data Analytics,Fresher (0 Yrs),Kolkata
Data Analysis,Data Analytics,Fresher (0 Yrs),Kolkata
SQLActive directory,Data Analytics,Fresher (0 Yrs),Kolkata
Data processing,Data Analytics,Fresher (0 Yrs),Kolkata
Data quality,Data Analytics,Fresher (0 Yrs),Kolkata
SASDb2Coding,Data Analytics,Junior (1-2 Yrs),Bangalore
SQLAgile,Data Analytics,Junior (1-2 Yrs),Bangalore
Selenium,Data Analytics,Junior (1-2 Yrs),Bangalore
Open source,Data Analytics,Junior (1-2 Yrs),Bangalore
Data mining,Data Analytics,Junior (1-2 Yrs),Bangalore
Business services,Data Analytics,Senior (6-10 Yrs),Chennai
Change management,Data Analytics,Senior (6-10 Yrs),Chennai
Operations research,Data Analytics,Senior (6-10 Yrs),Chennai
Automation,Data Analytics,Senior (6-10 Yrs),Chennai
Data management,Data Analytics,Senior (6-10 Yrs),Chennai
Business Analysis,Data Analytics,Senior (6-10 Yrs),Chennai
Social media,Data Analytics,Senior (6-10 Yrs),Chennai
Business strategy,Data Analytics,Senior (6-10 Yrs),Chennai
Business Analysis,Data Analytics,Senior (6-10 Yrs),Kolkata
Flex,Data Analytics,Senior (6-10 Yrs),Kolkata
JIRASQLPython,Data Analytics,Senior (6-10 Yrs),Kolkata
Git,Data Analytics,Senior (6-10 Yrs),Kolkata
Hub,Data Analytics,Senior (6-10 Yrs),Kolkata
Cloud,Data Analytics,Senior (6-10 Yrs),Kolkata
Control-M,Data Analytics,Senior (6-10 Yrs),Kolkata
Usagemetadata,Data Analytics,Mid Level (3-5 Yrs),Hybrid - Chennai
Data management,Data Analytics,Mid Level (3-5 Yrs),Hybrid - Chennai
Legal compliance,Data Analytics,Mid Level (3-5 Yrs),Hybrid - Chennai
IFSData processingmicrosoft,Data Analytics,Mid Level (3-5 Yrs),Hybrid - Chennai
Operations,Data Analytics,Mid Level (3-5 Yrs),Hybrid - Chennai
Usagemetadata,Data Analytics,Senior (6-10 Yrs),Gurgaon
Data management,Data Analytics,Senior (6-10 Yrs),Gurgaon
Legal compliance,Data Analytics,Senior (6-10 Yrs),Gurgaon
IFSData processingmicrosoft,Data Analytics,Senior (6-10 Yrs),Gurgaon
Operations,Data Analytics,Senior (6-10 Yrs),Gurgaon
Unix,Data Science,Senior (6-10 Yrs),Bangalore
Product management,Data Science,Senior (6-10 Yrs),Bangalore
Computer science,Data Science,Senior (6-10 Yrs),Bangalore
Linux,Data Science,Senior (6-10 Yrs),Bangalore
Networking,Data Science,Senior (6-10 Yrs),Bangalore
GCPSystem design,Data Science,Senior (6-10 Yrs),Bangalore
Monitoring,Data Science,Senior (6-10 Yrs),Bangalore
Business services,Data Analytics,Senior (6-10 Yrs),Bangalore
Customer acquisitionmetadata,Data Analytics,Senior (6-10 Yrs),Bangalore
Project Management,Data Analytics,Senior (6-10 Yrs),Bangalore
Data structures,Data Analytics,Senior (6-10 Yrs),Bangalore
Business process management,Data Analytics,Senior (6-10 Yrs),Bangalore
Operations,Data Analytics,Senior (6-10 Yrs),Bangalore
Data Analysis,Data Analytics,Senior (6-10 Yrs),Bangalore
MS SQLExcel,Data Analytics,Mid Level (3-5 Yrs),Bangalore/ Bangalore
Data management,Data Analytics,Mid Level (3-5 Yrs),Bangalore/ Bangalore
Web developmentpower bi,Data Analytics,Mid Level (3-5 Yrs),Bangalore/ Bangalore
MS Office,Data Analytics,Mid Level (3-5 Yrs),Bangalore/ Bangalore
Powerpoint,Data Analytics,Mid Level (3-5 Yrs),Bangalore/ Bangalore
Python,Data Analytics,Mid Level (3-5 Yrs),Bangalore/ Bangalore
Data Modeller,Data Analytics,Junior (1-2 Yrs),Bangalore
Modeler,Data Analytics,Junior (1-2 Yrs),Bangalore
Data architecture,Data Analytics,Junior (1-2 Yrs),Bangalore
Data modeling,Data Analytics,Junior (1-2 Yrs),Bangalore
Healthcare,Data Analytics,Junior (1-2 Yrs),Bangalore
DNSData,Data Analytics,Junior (1-2 Yrs),Bangalore
Modeling,Data Analytics,Junior (1-2 Yrs),Bangalore
Computer science,Data Analytics,Mid Level (3-5 Yrs),Kolkata
System testing,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Data modeling,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Database design,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Debugging,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Integration testing,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Informatica,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Test cases,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Er Studio,Data Analytics,Senior (6-10 Yrs),Kolkata
Data Analysis,Data Analytics,Senior (6-10 Yrs),Kolkata
Data Modeling,Data Analytics,Senior (6-10 Yrs),Kolkata
Data modeler,Data Analytics,Senior (6-10 Yrs),Kolkata
Data Vault,Data Analytics,Senior (6-10 Yrs),Kolkata
Dimensional Modeling,Data Analytics,Senior (6-10 Yrs),Kolkata
Data warehouse,Data Analytics,Senior (6-10 Yrs),Kolkata
Data modelling,Data Analytics,Senior (6-10 Yrs),Kolkata
Data Warehousing,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Denodo,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Finance Master Data,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Azure Data Bricks,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Snowflakes,Data Analytics,Mid Level (3-5 Yrs),Kolkata
HANAMulesoft,Data Analytics,Mid Level (3-5 Yrs),Kolkata
ETL frameworks,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Simulation,Data Analytics,Senior (6-10 Yrs),Gurgaon
Data modeling,Data Analytics,Senior (6-10 Yrs),Gurgaon
SCALAData structures,Data Analytics,Senior (6-10 Yrs),Gurgaon
Business intelligence,Data Analytics,Senior (6-10 Yrs),Gurgaon
ANSIAnalytics,Data Analytics,Senior (6-10 Yrs),Gurgaon
SQL,Data Analytics,Senior (6-10 Yrs),Gurgaon
Performance tuning,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Data Analysis,Data Analytics,Mid Level (3-5 Yrs),Kolkata
SSRSScrum,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Informatica,Data Analytics,Mid Level (3-5 Yrs),Kolkata
Stored procedures,Data Analytics,Mid Level (3-5 Yrs),Kolkata
SSISmicrosoft,Data Analytics,Mid Level (3-5 Yrs),Kolkata
hive,Data Analytics,Mid Level (3-5 Yrs),Pune
Data Analysis,Data Analytics,Mid Level (3-5 Yrs),Pune
GCPHadoop,Data Analytics,Mid Level (3-5 Yrs),Pune
Cloudquery,Data Analytics,Mid Level (3-5 Yrs),Pune
Deploymenthdfs,Data Analytics,Mid Level (3-5 Yrs),Pune
Business process,Data Science,Senior (6-10 Yrs),Kolkata
Data Analysis,Data Science,Senior (6-10 Yrs),Kolkata
Manager Quality Assurance,Data Science,Senior (6-10 Yrs),Kolkata
Financial reporting,Data Science,Senior (6-10 Yrs),Kolkata
Finance,Data Science,Senior (6-10 Yrs),Kolkata
Project Management,Data Science,Senior (6-10 Yrs),Kolkata
Financial services,Data Science,Senior (6-10 Yrs),Kolkata
Monitoring,Data Science,Senior (6-10 Yrs),Kolkata
Interpersonal skills,Data Analytics,Mid Level (3-5 Yrs),Gurgaon/ Gurgaon
Cloud,Data Analytics,Mid Level (3-5 Yrs),Gurgaon/ Gurgaon
Programming,Data Analytics,Mid Level (3-5 Yrs),Gurgaon/ Gurgaon
Infrastructure,Data Analytics,Mid Level (3-5 Yrs),Gurgaon/ Gurgaon
Data structures,Data Analytics,Mid Level (3-5 Yrs),Gurgaon/ Gurgaon
System design,Data Analytics,Mid Level (3-5 Yrs),Gurgaon/ Gurgaon
Data quality,Data Analytics,Mid Level (3-5 Yrs),Gurgaon/ Gurgaon
Data Analysis,Data Analytics,Mid Level (3-5 Yrs),Gurgaon/ Gurgaon
Data analysismaster datapythonnumpy,Data Science,Senior (6-10 Yrs),Delhi
Macro scriptingmaterial sciencesap production planningmaterial management,Data Science,Senior (6-10 Yrs),Delhi
Data Analysis,Data Analytics,Senior (6-10 Yrs),Bangalore
Data modeling,Data Analytics,Senior (6-10 Yrs),Bangalore
PLSQLMentor,Data Analytics,Senior (6-10 Yrs),Bangalore
Apache,Data Analytics,Senior (6-10 Yrs),Bangalore
JIRAAWSData warehousing,Data Analytics,Senior (6-10 Yrs),Bangalore
Aws Cloudaws glue,Data Analytics,Junior (1-2 Yrs),Chennai
Github,Data Analytics,Junior (1-2 Yrs),Chennai
Clouddata warehousing,Data Analytics,Junior (1-2 Yrs),Chennai
Etl Development,Data Analytics,Junior (1-2 Yrs),Chennai
Ci/Cd,Data Analytics,Junior (1-2 Yrs),Chennai
DATA MODELLING,Data Analytics,Junior (1-2 Yrs),Chennai
Supply chain,Data Analytics,Senior (6-10 Yrs),Delhi
Customer acquisitionmetadata,Data Analytics,Senior (6-10 Yrs),Delhi
Project Management,Data Analytics,Senior (6-10 Yrs),Delhi
Data structures,Data Analytics,Senior (6-10 Yrs),Delhi
Business solutions,Data Analytics,Senior (6-10 Yrs),Delhi
Operations,Data Analytics,Senior (6-10 Yrs),Delhi
Data Analysis,Data Analytics,Senior (6-10 Yrs),Delhi
Data Analysis,Data Analytics,Senior (6-10 Yrs),Mumbai
Architecture,Data Analytics,Senior (6-10 Yrs),Mumbai
Data modeling,Data Analytics,Senior (6-10 Yrs),Mumbai
