Job Titles,Company Names,Experience Required,Package,Locations,Skills,Role Type,Primary Location,Exp Min,Exp Max,Exp Category,Salary Disclosed
Senior Product Manager - Data Science & AI,Icertis,8-13 Yrs,Not disclosed,New Delhi,SoundexFuzzy matchingData AnalysisPythonCosinelevenshteinScienceTrigonometry,Data Science,Delhi,8,13,Senior (6-10 Yrs),Not Disclosed
"Senior Associate, Data Manager, Clinical Data Sciences",Pfizer,10-12 Yrs,Not disclosed,"Hybrid - Gurgaon/ Gurugram, Haryana",Data analysisdata scienceTime series analysisPharmaHealthcareDeploymentmodel developmentData processing,Data Science,Hybrid - Gurgaon/ Gurgaon,10,12,Senior (6-10 Yrs),Not Disclosed
Data Science Trainee,Medtoureasy,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,data scienceSenior AnalystAnalyticalProgrammingAnalyticsPythonseniordata,Data Science,Gurgaon,1,3,Junior (1-2 Yrs),Not Disclosed
DATA SCIENCE ENGINEER,Twirll,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,Automationdata scienceSenior AnalystData modelingResearchBusiness intelligenceAnalyticsscience,Data Science,Gurgaon,3,6,Mid Level (3-5 Yrs),Not Disclosed
Data Science Solution Engineer,alight,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,data scienceCodingStaffingMachine learningTechnical leadershipmodel developmentResident ExpertStatistics,Data Science,Bangalore,5,7,Mid Level (3-5 Yrs),Not Disclosed
Data Science Engineer,Consilium Software,5-8 Yrs,Not disclosed,Gurgaon/Gurugram,Machine LearningPythonSQLScienceManagementMachineData ScienceData,Data Science,Gurgaon,5,8,Mid Level (3-5 Yrs),Not Disclosed
Data Science Lead,Digilytics AI,3-7 Yrs,Not disclosed,Gurgaon/Gurugram,Supply chainSocial media analyticsMalayalamdata scienceConsultingMachine learningcxoProject delivery,Data Science,Gurgaon,3,7,Mid Level (3-5 Yrs),Not Disclosed
Data Science Team Manager,Circle K Stores Inc,3-8 Yrs,10-20 Lacs PA,"Hyderabad/Secunderabad, Pune, Maharashtra, Chennai, Tamil Nadu, Bangalore/Bengaluru, Mumbai (All Areas)",AnalyticalArtificial IntelligenceMachine learningData collectionHealthcareForecastingMonitoringSQL,Data Science,Hyderabad,3,8,Mid Level (3-5 Yrs),Disclosed
Data Science Professional,Coders Brain Pvt Ltd,1-3 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Tamil Nadu, Bangalore/Bengaluru, Mumbai (All Areas)",ScalaMATLABPythonrwekaData ScienceScienceData,Data Science,Hyderabad,1,3,Junior (1-2 Yrs),Not Disclosed
Manager - Data Science,Themathcompany,7-12 Yrs,Not disclosed,Hyderabad/Secunderabad,Water treatmentC++data scienceAnalyticalData miningMATLABAnalyticsSQL,Data Science,Hyderabad,7,12,Senior (6-10 Yrs),Not Disclosed
Data Science Manager,Digilytics,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Cloud computingData analysisTeam managementSASData modelingPHPPerlApache,Data Science,Hyderabad,4,7,Mid Level (3-5 Yrs),Not Disclosed
Data Science - Trainer,Prime Search,6-8 Yrs,Not disclosed,Remote,Process automationData analysisSASAnalyticaldata visualizationBusiness intelligenceAnalyticsSQL,Data Science,Remote,6,8,Senior (6-10 Yrs),Not Disclosed
Data Science Engineer,Srijan Spectrum,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,Data SciencePytorchArtificial IntelligenceMachine LearningDeep LearningTensorflowIntelligenceMachine,Data Science,Bangalore,1,5,Junior (1-2 Yrs),Not Disclosed
Data Science Engineer,Srijan Spectrum,7-12 Yrs,Not disclosed,Hybrid - Chennai,C++data scienceLinuxGCPdevopsAgileNatural language processingWindows,Data Science,Hybrid - Chennai,7,12,Senior (6-10 Yrs),Not Disclosed
Data Science Lead,Essenware,2-6 Yrs,Not disclosed,Mumbai,Career developmentData analysisdata scienceMachine learningData qualityForecastingAnalyticsRecruitment,Data Science,Mumbai,2,6,Junior (1-2 Yrs),Not Disclosed
Data Science Analyst,Ira Commerce,5-8 Yrs,Unpaid,Gurgaon/Gurugram,Operations researchdata scienceAviationAnalyticalMachine learningData collectionScrumMonitoring,Data Science,Gurgaon,5,8,Mid Level (3-5 Yrs),Disclosed
Business & Data Science Analyst,Bairesdev Llc,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,Product engineeringProject managementAnalyticalBusiness analyticsConsultingBillingBusiness intelligenceForecasting,Data Science,Bangalore,5,7,Mid Level (3-5 Yrs),Not Disclosed
Senior Software Engineer - Data Science,Skillety,2-6 Yrs,4-9 Lacs PA,Hybrid - Bangalore/Bengaluru,deep learningStatistical analysisdata scienceNeural networksTime series analysisMachine learningProgrammingSQL,Data Science,Hybrid - Bangalore,2,6,Junior (1-2 Yrs),Disclosed
Lead Data Scientist / Data Science - Manager | GeakMinds | Chennai,GeakMinds Technology Private Limited,8-12 Yrs,Not disclosed,Chennai,AutomationSimulationAnalyticalArtificial IntelligenceMachine learningAgile methodologyBusiness intelligenceForecasting,Data Science,Chennai,8,12,Senior (6-10 Yrs),Not Disclosed
Lead Data Science,Mahindra Mahindra Financial Services Ltd,4-9 Yrs,Not disclosed,Mumbai,Operations researchSalesdata scienceAnalyticalMachine learningProgrammingResearchStatistics,Data Science,Mumbai,4,9,Mid Level (3-5 Yrs),Not Disclosed
Intern – Computer Science/ Data Analyst,Pratham Edusys,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,GISSANPrototypedata scienceData managementSOCMachine learningMaya,Data Analytics,Bangalore,12,15,Expert (10+ Yrs),Not Disclosed
AI and Data Science Engineer,Rtwo Healthcare Solutions Llp,3-6 Yrs,4-9 Lacs PA,Bangalore/Bengaluru(Sector 6 HSR Layout),Decision TreeNatural Language ProcessingNeural NetworksRandom ForestData SciencePredictive ModelingpythonLogistic Regression,Data Science,Bangalore(Sector 6 HSR Layout),3,6,Mid Level (3-5 Yrs),Disclosed
Data Science Engineer,Locus It Services Services Pvt. Ltd,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Computer scienceC++Medical imagingDicomdata scienceFormulationMachine learningHealthcare,Data Science,Kolkata,5,8,Mid Level (3-5 Yrs),Not Disclosed
Senior Digital Innovation Engineer - Data Science,Buckman,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,Career developmentTalent acquisitionSocial mediaIntellectual propertyMachine learningmarket dataStakeholder managementOpen source,Data Science,Bangalore,7,12,Senior (6-10 Yrs),Not Disclosed
Senior Software Engineer - Data Science,LogiNext,20-27 Yrs,Not disclosed,Bangalore/Bengaluru,Data ScienceAnalyticsData Science LeaderPythonSQLMarketingLeadershipData,Data Science,Bangalore,20,27,Expert (10+ Yrs),Not Disclosed
Delivery Manager Data Science Operations,Cians Analytics,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Data Sciencedeep learningNLPPower BIpytestData ScientistMachine learningpredictive analytics,Data Science,Bangalore,5,10,Mid Level (3-5 Yrs),Not Disclosed
Data Science Trainer,NHCLASS,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,PysparkBigqueryBig DataDataprocPythonVertexSqoopData Flow,Data Science,Bangalore,6,10,Senior (6-10 Yrs),Not Disclosed
Data Science Specialist,Techsist Solution,1-3 Yrs,Not disclosed,Hyderabad/Secunderabad,deep learningdata scienceStaffingAnalyticalMachine learningProgrammingData miningbig data,Data Science,Hyderabad,1,3,Junior (1-2 Yrs),Not Disclosed
"Manager Data Science, Fintech",Booking Holdings,1-4 Yrs,Not disclosed,Remote,Computer scienceData analysisAnalyticalArtificial IntelligenceMachine learningJavascriptAnalyticsSQL,Data Science,Remote,1,4,Junior (1-2 Yrs),Not Disclosed
Data Science Manager,Xcel Hires Managment Solutions Pvt Ltd,2-3 Yrs,Not disclosed,Chennai,data cleansingStatistical programmingAnalyticalMachine learningSPSSdata visualizationData miningSQL,Data Science,Chennai,2,3,Junior (1-2 Yrs),Not Disclosed
Manager - Data Science,Digit88,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,pythonhealthcareData SciencePatient CareHealthcare AnalyticsPower BihealthData Visualization,Data Science,Hyderabad,3,8,Mid Level (3-5 Yrs),Not Disclosed
Data Science Professional,Xitadel,2-3 Yrs,Not disclosed,Remote,Web technologiesdata scienceNeural networksMachine learningjenkinsCalculusPythonmicroservices,Data Science,Remote,2,3,Junior (1-2 Yrs),Not Disclosed
Data Science Manager,Novartis,10-15 Yrs,Not disclosed,Remote,IT SkillsData ScienceCloudBig DataSupply chain managementNetworkingArtificial IntelligenceMachine learning,Data Science,Remote,10,15,Senior (6-10 Yrs),Not Disclosed
Project Manager | Data Science | Machine Learning,IPS Technology Services,1-7 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru",System architectureData analysisWeb servicesNeural networksXMLAnalyticalMachine learningData processing,Data Science,Pune,1,7,Junior (1-2 Yrs),Not Disclosed
Senior Manager- Data Science,Crayon Data,4-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Interpersonal skillsStatistical analysisdata scienceHadoopApacheOpen sourceData miningbig data,Data Science,Hyderabad,4,8,Mid Level (3-5 Yrs),Not Disclosed
Data Science - Manager/ Senior Associate,Merilytics,2-5 Yrs,10-12 Lacs PA,"Bangalore/ Bengaluru, Karnataka, Trivandrum/ Thiruvananthapuram, Kerala",Computer scienceAutomationGITLinuxdata scienceAnalyticalDebuggingMachine learning,Data Science,Bangalore/ Bangalore,2,5,Junior (1-2 Yrs),Disclosed
Data Science Developer,Paxera Health,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,Cloud computingOperations researchData managementData modelingAnalyticalData miningBusiness intelligenceInformation technology,Data Science,Bangalore,2,3,Junior (1-2 Yrs),Not Disclosed
"Sr. Product Manager, Data Science, AI Framework",Gitlab,2-3 Yrs,Not disclosed,Hyderabad/Secunderabad,Web technologiesdata scienceNeural networksMachine learningjenkinsCalculusPythonmicroservices,Data Science,Hyderabad,2,3,Junior (1-2 Yrs),Not Disclosed
VP & Head-Data Science & Analytics For International Markets,Vertex Corporate Services (i),12-15 Yrs,Not disclosed,Pune,Computer sciencePower houseWeb servicesdata sciencePeople management skillsFinanceCloudResearch,Data Science,Pune,12,15,Expert (10+ Yrs),Not Disclosed
Data Science Lead,TRH Consultancy Services,10-15 Yrs,10-17 Lacs PA,Remote,Business processTelecomSASMachine learningAlgorithm developmentHealthcareOpen sourceData mining,Data Science,Remote,10,15,Senior (6-10 Yrs),Disclosed
Data Science and Analytics Lead || WFO || C2H,Orcapod Consulting Services,3-8 Yrs,Not disclosed,Pune,Machine LearningDeep Learningdata scienceStatistical Modelingdata visualizationPredictive ModelingStreamlining Operationsalgorithms,Data Science,Pune,3,8,Mid Level (3-5 Yrs),Not Disclosed
Data science with Statistics Professional,Skillety,5-7 Yrs,Not disclosed,Pune,Computer scienceLogistic regressionProject planningBudgetingRisk managementDigital marketingStakeholder managementMonitoring,Data Science,Pune,5,7,Mid Level (3-5 Yrs),Not Disclosed
"Data Science Engineer, SMAI",Micron Software,10-20 Yrs,Not disclosed,Pune,Business processTelecomSASMachine learningAlgorithm developmentHealthcareOpen sourceData mining,Data Science,Pune,10,20,Senior (6-10 Yrs),Not Disclosed
Engineer II Data Science,Copeland,1-3 Yrs,Not disclosed,Pune,Usagedata sciencePredictive modelingBusiness solutionsRevenue generationTestingModelingTraining,Data Science,Pune,1,3,Junior (1-2 Yrs),Not Disclosed
Data Science Engineer,Flightcase It Services,11-14 Yrs,Not disclosed,Mohali,Cloud computingData analysisSASData modelingPHPPerlApacheData mining,Data Science,Mohali,11,14,Expert (10+ Yrs),Not Disclosed
Data Science Engineer 1,Copeland,2-7 Yrs,Not disclosed,Mumbai,data scienceDjangoMachine learningAgileOpen sourceData miningForecastingAutomotive,Data Science,Mumbai,2,7,Junior (1-2 Yrs),Not Disclosed
Data Science Engineer,QiO,4-9 Yrs,Not disclosed,Pune,IT servicesText miningData analysisdata scienceRFSimulationData miningLicensing,Data Science,Pune,4,9,Mid Level (3-5 Yrs),Not Disclosed
Data Science Engineer,Copeland,2-7 Yrs,Not disclosed,Pune,IT servicesText miningData analysisdata scienceRFSimulationData miningLicensing,Data Science,Pune,2,7,Junior (1-2 Yrs),Not Disclosed
BigData/Data Science Engineer,Quantta Analytics Pvt Ltd.,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,Data Science Managersciencedatamanagementdata science,Data Science,Hyderabad,5,10,Mid Level (3-5 Yrs),Not Disclosed
Data Science Engineer,Anetcorp India,5-10 Yrs,6-11 Lacs PA,"Pune, Maharashtra",Water treatmentC++data scienceAnalyticalData miningCosmosMATLABAnalytics,Data Science,Pune,5,10,Mid Level (3-5 Yrs),Disclosed
Software Engineer - Data Science,LogiNext,1-3 Yrs,Not disclosed,Remote,GISdata scienceHadoopSupply chain solutionsManager TechnologyManagementPentahoAnalytics,Data Science,Remote,1,3,Junior (1-2 Yrs),Not Disclosed
Data Science Engineer 1,Emerson,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,Analytical skillsTechnical trainingQuality standardsPDFdata scienceMachine learningProgrammingPredictive analytics,Data Science,Hyderabad,3,5,Mid Level (3-5 Yrs),Not Disclosed
"Tech Manager, Data Science",inContact,2-7 Yrs,Not disclosed,Chandigarh,NoSQLStatistical analysisRDBMSMISAnalyticalMachine learningBusiness intelligenceEconometrics,Data Science,Chandigarh,2,7,Junior (1-2 Yrs),Not Disclosed
Manager Data Science,Innominds Software,0-2 Yrs,Not disclosed,Mumbai,Computer visiondeep learningPDFdata scienceGCPCloudDeploymentJPEG,Data Science,Mumbai,0,2,Fresher (0 Yrs),Not Disclosed
"Data Science Trainer | Kharadi ,Pune",Fusion Software Institute,3-7 Yrs,Not disclosed,Trivandrum/Thiruvananthapuram,RDBMSDatabase designMySQLStored proceduresTest casesOracleBusiness intelligenceInformation technology,Data Science,Trivandrum/Thiruvananthapuram,3,7,Mid Level (3-5 Yrs),Not Disclosed
"Manager, Marketing Data Science",Oportun,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,IT servicesdata scienceWeb applicationMachine learningAgileScrumSOWOpen source,Data Science,Hyderabad,2,7,Junior (1-2 Yrs),Not Disclosed
Manager Data Science,Innovominds Solutions,2-7 Yrs,14-20 Lacs PA,Hyderabad/Secunderabad,Analytical skillsNoSQLdata scienceProject managementBusiness analyticsAnalyticalcloud storagedata visualization,Data Science,Hyderabad,2,7,Junior (1-2 Yrs),Disclosed
Data Science Trainer,INFOWIZ,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Solution designStatistical modelingdata scienceMachine learningData processingConsultancyStatisticsAnalytics,Data Science,Hyderabad,2,7,Junior (1-2 Yrs),Not Disclosed
Associate Vice President - Data Science,LogiNext,1-6 Yrs,Not disclosed,Chennai,Computer visionPrototypeCodingQuality systemsMySQLDebuggingMachine learningPredictive modeling,Data Science,Chennai,1,6,Junior (1-2 Yrs),Not Disclosed
Data Science Manager,Nissan Technical Centre,6-8 Yrs,Not disclosed,Mumbai,Automationdata scienceBusiness analyticsConsultingManagement consultingRisk managementIT operationsInformation technology,Data Science,Mumbai,6,8,Senior (6-10 Yrs),Not Disclosed
Senior Machine Learning Engineer / Senior Data Scientist,Acubetech Solutions,6-11 Yrs,Not disclosed,Salem,Computer sciencedeep learningsparkArtificial IntelligenceIntellectual propertyMachine learningResearchOpen source,Data Science,Salem,6,11,Senior (6-10 Yrs),Not Disclosed
NLP - (Senior Analyst / Data Scientist),Tiger Analytics,7-11 Yrs,Not disclosed,Coimbatore,IT servicesText miningData analysisRFSimulationNetwork analysisData miningLicensing,Data Science,Coimbatore,7,11,Senior (6-10 Yrs),Not Disclosed
Data Scientist - Senior Analyst,Meredith,1-3 Yrs,12-15 Lacs PA,Ahmedabad,Data ScienceMachine LearningData MiningData AnalyticsPythonDataAnalyticsScience,Data Science,Ahmedabad,1,3,Junior (1-2 Yrs),Disclosed
Data Scientist - Senior Analyst,Dotdash Meredith,6-8 Yrs,Not disclosed,Hyderabad/Secunderabad,Supply chainComputer scienceAnalyticalArtificial IntelligenceMachine learningEngineering ManagerNatural language processingForecasting,Data Science,Hyderabad,6,8,Senior (6-10 Yrs),Not Disclosed
Senior Data Analyst,Blink Health,3-6 Yrs,Not disclosed,"Hyderabad/Secunderabad, Ahmedabad",AutomationData analysisLinuxData managementCodingXMLJSONSQL,Data Analytics,Hyderabad,3,6,Mid Level (3-5 Yrs),Not Disclosed
Product Manager - Data & Analytics,Alphasense,5-9 Yrs,Not disclosed,Pune,data scienceProject leadershipStaffingPredictive analyticsAnalyticstext analyticsScienceData,Data Analytics,Pune,5,9,Mid Level (3-5 Yrs),Not Disclosed
Data Scientist,Cropin Technology Solutions,0-5 Yrs,Not disclosed,Kolkata,Computer scienceText miningCareer developmentCodingAnalyticalMachine learningWellnessmodel development,Data Science,Kolkata,0,5,Fresher (0 Yrs),Not Disclosed
Data Scientist - Phd only,Anurag Electronic Gujarat,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,databaseDatabase ManagementAWSPythonSQLAi TechniquesAIData,Data Science,Hyderabad,3,5,Mid Level (3-5 Yrs),Not Disclosed
Data Scientist,Xpheno,15-17 Yrs,Not disclosed,Hyderabad/Secunderabad,Data SciencePythonTensorflowData EngineeringData StrategyGenerative AINatural Language ProcessingKafka,Data Science,Hyderabad,15,17,Expert (10+ Yrs),Not Disclosed
Data Analytics Specialist,McCormick,2-7 Yrs,Not disclosed,Trivandrum/Thiruvananthapuram,Computer scienceText miningCareer developmentCodingAnalyticalMachine learningWellnessmodel development,Data Analytics,Trivandrum/Thiruvananthapuram,2,7,Junior (1-2 Yrs),Not Disclosed
Data Scientist - Machine Learning,Rpa Infotech,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Data ScienceData EngineeringArtificial IntelligenceData AnalyticsMachine LearningDeep LearningDataIntelligence,Data Science,Hyderabad,4,7,Mid Level (3-5 Yrs),Not Disclosed
Data Science - Regression/Classification,Tiger Analytics,4-5 Yrs,3.75-5 Lacs PA,Hybrid - Bangalore/Bengaluru,Data ScienceArtificial IntelligenceCloudPackagingData analyticsalgorithmspythonproduct development,Data Science,Hybrid - Bangalore,4,5,Mid Level (3-5 Yrs),Disclosed
Junior Data Scientist,Adidas,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Data Scienceadvanced analyticsalgorithmspythonopen sourcedata analyticsproduct developmententerprise applications,Data Science,Bangalore,5,10,Mid Level (3-5 Yrs),Not Disclosed
Associate Technical Lead - Data Science,TO The New,4-7 Yrs,Not disclosed,Gurgaon/Gurugram,Data ScienceEnterprise applicationsOpen sourceMachine LearningPythondata pipelinesArtificial IntelligenceData Analytics,Data Science,Gurgaon,4,7,Mid Level (3-5 Yrs),Not Disclosed
Associate Technical Lead - Data Science,TO The New,1-3 Yrs,Not disclosed,Hyderabad/Secunderabad,Data ScienceOpen sourceMachine LearningPythondata algorithmsAI solutionsAlgorithmsData analytics,Data Science,Hyderabad,1,3,Junior (1-2 Yrs),Not Disclosed
Analytics / Data Scientist - Lead,Paramount HR,3-6 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",Data ScienceEnterprise applicationsOpen sourcePythonquantitative analysesData analyticsMLData,Data Science,Mumbai,3,6,Mid Level (3-5 Yrs),Not Disclosed
